"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Agliè","1001","1","Torino","TO","Piemonte","1","2562.0","1347.0","1215.0"
"Airasca","1002","1","Torino","TO","Piemonte","1","3660.0","1793.0","1867.0"
"Ala di Stura","1003","1","Torino","TO","Piemonte","1","467.0","225.0","242.0"
"Albiano d'Ivrea","1004","1","Torino","TO","Piemonte","1","1637.0","852.0","785.0"
"Almese","1006","1","Torino","TO","Piemonte","1","6331.0","3232.0","3099.0"
"Alpette","1007","1","Torino","TO","Piemonte","1","240.0","113.0","127.0"
"Alpignano","1008","1","Torino","TO","Piemonte","1","16501.0","8346.0","8155.0"
"Andezeno","1009","1","Torino","TO","Piemonte","1","2036.0","1018.0","1018.0"
"Andrate","1010","1","Torino","TO","Piemonte","1","474.0","214.0","260.0"
"Angrogna","1011","1","Torino","TO","Piemonte","1","827.0","394.0","433.0"
"Arignano","1012","1","Torino","TO","Piemonte","1","1072.0","503.0","569.0"
"Avigliana","1013","1","Torino","TO","Piemonte","1","12350.0","6316.0","6034.0"
"Azeglio","1014","1","Torino","TO","Piemonte","1","1240.0","629.0","611.0"
"Bairo","1015","1","Torino","TO","Piemonte","1","790.0","419.0","371.0"
"Balangero","1016","1","Torino","TO","Piemonte","1","3064.0","1578.0","1486.0"
"Baldissero Canavese","1017","1","Torino","TO","Piemonte","1","530.0","271.0","259.0"
"Baldissero Torinese","1018","1","Torino","TO","Piemonte","1","3755.0","1882.0","1873.0"
"Balme","1019","1","Torino","TO","Piemonte","1","105.0","49.0","56.0"
"Banchette","1020","1","Torino","TO","Piemonte","1","3085.0","1625.0","1460.0"
"Barbania","1021","1","Torino","TO","Piemonte","1","1570.0","788.0","782.0"
"Bardonecchia","1022","1","Torino","TO","Piemonte","1","3044.0","1530.0","1514.0"
"Barone Canavese","1023","1","Torino","TO","Piemonte","1","556.0","287.0","269.0"
"Beinasco","1024","1","Torino","TO","Piemonte","1","17464.0","9052.0","8412.0"
"Bibiana","1025","1","Torino","TO","Piemonte","1","3378.0","1682.0","1696.0"
"Bobbio Pellice","1026","1","Torino","TO","Piemonte","1","539.0","280.0","259.0"
"Bollengo","1027","1","Torino","TO","Piemonte","1","2098.0","1033.0","1065.0"
"Borgaro Torinese","1028","1","Torino","TO","Piemonte","1","11827.0","6093.0","5734.0"
"Borgiallo","1029","1","Torino","TO","Piemonte","1","582.0","295.0","287.0"
"Borgofranco d'Ivrea","1030","1","Torino","TO","Piemonte","1","3555.0","1848.0","1707.0"
"Borgomasino","1031","1","Torino","TO","Piemonte","1","773.0","400.0","373.0"
"Borgone Susa","1032","1","Torino","TO","Piemonte","1","2151.0","1067.0","1084.0"
"Bosconero","1033","1","Torino","TO","Piemonte","1","3066.0","1549.0","1517.0"
"Brandizzo","1034","1","Torino","TO","Piemonte","1","8701.0","4435.0","4266.0"
"Bricherasio","1035","1","Torino","TO","Piemonte","1","4616.0","2315.0","2301.0"
"Brosso","1036","1","Torino","TO","Piemonte","1","394.0","205.0","189.0"
"Brozolo","1037","1","Torino","TO","Piemonte","1","454.0","214.0","240.0"
"Bruino","1038","1","Torino","TO","Piemonte","1","8489.0","4328.0","4161.0"
"Brusasco","1039","1","Torino","TO","Piemonte","1","1490.0","734.0","756.0"
"Bruzolo","1040","1","Torino","TO","Piemonte","1","1492.0","753.0","739.0"
"Buriasco","1041","1","Torino","TO","Piemonte","1","1337.0","682.0","655.0"
"Burolo","1042","1","Torino","TO","Piemonte","1","1105.0","582.0","523.0"
"Busano","1043","1","Torino","TO","Piemonte","1","1622.0","784.0","838.0"
"Bussoleno","1044","1","Torino","TO","Piemonte","1","5652.0","2926.0","2726.0"
"Buttigliera Alta","1045","1","Torino","TO","Piemonte","1","6304.0","3213.0","3091.0"
"Cafasse","1046","1","Torino","TO","Piemonte","1","3310.0","1655.0","1655.0"
"Caluso","1047","1","Torino","TO","Piemonte","1","7388.0","3802.0","3586.0"
"Cambiano","1048","1","Torino","TO","Piemonte","1","5900.0","3065.0","2835.0"
"Campiglione Fenile","1049","1","Torino","TO","Piemonte","1","1330.0","673.0","657.0"
"Candia Canavese","1050","1","Torino","TO","Piemonte","1","1209.0","617.0","592.0"
"Candiolo","1051","1","Torino","TO","Piemonte","1","5610.0","2824.0","2786.0"
"Canischio","1052","1","Torino","TO","Piemonte","1","286.0","137.0","149.0"
"Cantalupa","1053","1","Torino","TO","Piemonte","1","2602.0","1311.0","1291.0"
"Cantoira","1054","1","Torino","TO","Piemonte","1","596.0","280.0","316.0"
"Caprie","1055","1","Torino","TO","Piemonte","1","2060.0","1018.0","1042.0"
"Caravino","1056","1","Torino","TO","Piemonte","1","901.0","451.0","450.0"
"Carema","1057","1","Torino","TO","Piemonte","1","739.0","392.0","347.0"
"Carignano","1058","1","Torino","TO","Piemonte","1","9052.0","4615.0","4437.0"
"Carmagnola","1059","1","Torino","TO","Piemonte","1","28313.0","14455.0","13858.0"
"Casalborgone","1060","1","Torino","TO","Piemonte","1","1855.0","949.0","906.0"
"Cascinette d'Ivrea","1061","1","Torino","TO","Piemonte","1","1524.0","780.0","744.0"
"Caselette","1062","1","Torino","TO","Piemonte","1","3034.0","1527.0","1507.0"
"Caselle Torinese","1063","1","Torino","TO","Piemonte","1","13834.0","6995.0","6839.0"
"Castagneto Po","1064","1","Torino","TO","Piemonte","1","1763.0","866.0","897.0"
"Castagnole Piemonte","1065","1","Torino","TO","Piemonte","1","2179.0","1089.0","1090.0"
"Castellamonte","1066","1","Torino","TO","Piemonte","1","9695.0","4908.0","4787.0"
"Castelnuovo Nigra","1067","1","Torino","TO","Piemonte","1","401.0","186.0","215.0"
"Castiglione Torinese","1068","1","Torino","TO","Piemonte","1","6469.0","3260.0","3209.0"
"Cavagnolo","1069","1","Torino","TO","Piemonte","1","2226.0","1124.0","1102.0"
"Cavour","1070","1","Torino","TO","Piemonte","1","5374.0","2707.0","2667.0"
"Cercenasco","1071","1","Torino","TO","Piemonte","1","1782.0","910.0","872.0"
"Ceres","1072","1","Torino","TO","Piemonte","1","1017.0","482.0","535.0"
"Ceresole Reale","1073","1","Torino","TO","Piemonte","1","159.0","73.0","86.0"
"Cesana Torinese","1074","1","Torino","TO","Piemonte","1","913.0","418.0","495.0"
"Chialamberto","1075","1","Torino","TO","Piemonte","1","344.0","176.0","168.0"
"Chianocco","1076","1","Torino","TO","Piemonte","1","1552.0","787.0","765.0"
"Chiaverano","1077","1","Torino","TO","Piemonte","1","1985.0","1021.0","964.0"
"Chieri","1078","1","Torino","TO","Piemonte","1","35916.0","18637.0","17279.0"
"Chiesanuova","1079","1","Torino","TO","Piemonte","1","231.0","111.0","120.0"
"Chiomonte","1080","1","Torino","TO","Piemonte","1","870.0","444.0","426.0"
"Chiusa di San Michele","1081","1","Torino","TO","Piemonte","1","1556.0","776.0","780.0"
"Chivasso","1082","1","Torino","TO","Piemonte","1","26275.0","13618.0","12657.0"
"Ciconio","1083","1","Torino","TO","Piemonte","1","364.0","176.0","188.0"
"Cintano","1084","1","Torino","TO","Piemonte","1","240.0","115.0","125.0"
"Cinzano","1085","1","Torino","TO","Piemonte","1","323.0","158.0","165.0"
"Ciriè","1086","1","Torino","TO","Piemonte","1","18212.0","9469.0","8743.0"
"Claviere","1087","1","Torino","TO","Piemonte","1","204.0","102.0","102.0"
"Coassolo Torinese","1088","1","Torino","TO","Piemonte","1","1444.0","715.0","729.0"
"Coazze","1089","1","Torino","TO","Piemonte","1","3218.0","1592.0","1626.0"
"Collegno","1090","1","Torino","TO","Piemonte","1","48574.0","25284.0","23290.0"
"Colleretto Castelnuovo","1091","1","Torino","TO","Piemonte","1","312.0","157.0","155.0"
"Colleretto Giacosa","1092","1","Torino","TO","Piemonte","1","596.0","299.0","297.0"
"Condove","1093","1","Torino","TO","Piemonte","1","4437.0","2269.0","2168.0"
"Corio","1094","1","Torino","TO","Piemonte","1","3048.0","1537.0","1511.0"
"Cossano Canavese","1095","1","Torino","TO","Piemonte","1","440.0","220.0","220.0"
"Cuceglio","1096","1","Torino","TO","Piemonte","1","930.0","464.0","466.0"
"Cumiana","1097","1","Torino","TO","Piemonte","1","7821.0","3900.0","3921.0"
"Cuorgnè","1098","1","Torino","TO","Piemonte","1","9411.0","4780.0","4631.0"
"Druento","1099","1","Torino","TO","Piemonte","1","8973.0","4594.0","4379.0"
"Exilles","1100","1","Torino","TO","Piemonte","1","241.0","117.0","124.0"
"Favria","1101","1","Torino","TO","Piemonte","1","5115.0","2563.0","2552.0"
"Feletto","1102","1","Torino","TO","Piemonte","1","2190.0","1102.0","1088.0"
"Fenestrelle","1103","1","Torino","TO","Piemonte","1","481.0","233.0","248.0"
"Fiano","1104","1","Torino","TO","Piemonte","1","2679.0","1348.0","1331.0"
"Fiorano Canavese","1105","1","Torino","TO","Piemonte","1","735.0","372.0","363.0"
"Foglizzo","1106","1","Torino","TO","Piemonte","1","2265.0","1166.0","1099.0"
"Forno Canavese","1107","1","Torino","TO","Piemonte","1","3230.0","1608.0","1622.0"
"Frassinetto","1108","1","Torino","TO","Piemonte","1","279.0","119.0","160.0"
"Front","1109","1","Torino","TO","Piemonte","1","1613.0","797.0","816.0"
"Frossasco","1110","1","Torino","TO","Piemonte","1","2799.0","1423.0","1376.0"
"Garzigliana","1111","1","Torino","TO","Piemonte","1","530.0","266.0","264.0"
"Gassino Torinese","1112","1","Torino","TO","Piemonte","1","9361.0","4845.0","4516.0"
"Germagnano","1113","1","Torino","TO","Piemonte","1","1120.0","548.0","572.0"
"Giaglione","1114","1","Torino","TO","Piemonte","1","592.0","309.0","283.0"
"Giaveno","1115","1","Torino","TO","Piemonte","1","16214.0","8272.0","7942.0"
"Givoletto","1116","1","Torino","TO","Piemonte","1","4095.0","2028.0","2067.0"
"Gravere","1117","1","Torino","TO","Piemonte","1","666.0","320.0","346.0"
"Groscavallo","1118","1","Torino","TO","Piemonte","1","191.0","93.0","98.0"
"Grosso","1119","1","Torino","TO","Piemonte","1","987.0","512.0","475.0"
"Grugliasco","1120","1","Torino","TO","Piemonte","1","37090.0","19298.0","17792.0"
"Ingria","1121","1","Torino","TO","Piemonte","1","42.0","17.0","25.0"
"Inverso Pinasca","1122","1","Torino","TO","Piemonte","1","697.0","347.0","350.0"
"Isolabella","1123","1","Torino","TO","Piemonte","1","375.0","190.0","185.0"
"Issiglio","1124","1","Torino","TO","Piemonte","1","409.0","209.0","200.0"
"Ivrea","1125","1","Torino","TO","Piemonte","1","22604.0","11830.0","10774.0"
"La Cassa","1126","1","Torino","TO","Piemonte","1","1773.0","873.0","900.0"
"La Loggia","1127","1","Torino","TO","Piemonte","1","8779.0","4416.0","4363.0"
"Lanzo Torinese","1128","1","Torino","TO","Piemonte","1","4893.0","2517.0","2376.0"
"Lauriano","1129","1","Torino","TO","Piemonte","1","1401.0","705.0","696.0"
"Leini","1130","1","Torino","TO","Piemonte","1","16321.0","8240.0","8081.0"
"Lemie","1131","1","Torino","TO","Piemonte","1","185.0","80.0","105.0"
"Lessolo","1132","1","Torino","TO","Piemonte","1","1777.0","918.0","859.0"
"Levone","1133","1","Torino","TO","Piemonte","1","443.0","226.0","217.0"
"Locana","1134","1","Torino","TO","Piemonte","1","1339.0","695.0","644.0"
"Lombardore","1135","1","Torino","TO","Piemonte","1","1670.0","821.0","849.0"
"Lombriasco","1136","1","Torino","TO","Piemonte","1","1090.0","523.0","567.0"
"Loranzè","1137","1","Torino","TO","Piemonte","1","1149.0","577.0","572.0"
"Luserna San Giovanni","1139","1","Torino","TO","Piemonte","1","7162.0","3714.0","3448.0"
"Lusernetta","1140","1","Torino","TO","Piemonte","1","480.0","233.0","247.0"
"Lusigliè","1141","1","Torino","TO","Piemonte","1","541.0","279.0","262.0"
"Macello","1142","1","Torino","TO","Piemonte","1","1155.0","582.0","573.0"
"Maglione","1143","1","Torino","TO","Piemonte","1","419.0","213.0","206.0"
"Marentino","1144","1","Torino","TO","Piemonte","1","1300.0","637.0","663.0"
"Massello","1145","1","Torino","TO","Piemonte","1","57.0","27.0","30.0"
"Mathi","1146","1","Torino","TO","Piemonte","1","3777.0","1897.0","1880.0"
"Mattie","1147","1","Torino","TO","Piemonte","1","658.0","333.0","325.0"
"Mazzè","1148","1","Torino","TO","Piemonte","1","4181.0","2133.0","2048.0"
"Meana di Susa","1149","1","Torino","TO","Piemonte","1","805.0","392.0","413.0"
"Mercenasco","1150","1","Torino","TO","Piemonte","1","1291.0","614.0","677.0"
"Mezzenile","1152","1","Torino","TO","Piemonte","1","736.0","357.0","379.0"
"Mombello di Torino","1153","1","Torino","TO","Piemonte","1","387.0","191.0","196.0"
"Mompantero","1154","1","Torino","TO","Piemonte","1","642.0","341.0","301.0"
"Monastero di Lanzo","1155","1","Torino","TO","Piemonte","1","328.0","155.0","173.0"
"Moncalieri","1156","1","Torino","TO","Piemonte","1","56193.0","28934.0","27259.0"
"Moncenisio","1157","1","Torino","TO","Piemonte","1","41.0","21.0","20.0"
"Montaldo Torinese","1158","1","Torino","TO","Piemonte","1","736.0","377.0","359.0"
"Montalenghe","1159","1","Torino","TO","Piemonte","1","970.0","503.0","467.0"
"Montalto Dora","1160","1","Torino","TO","Piemonte","1","3304.0","1692.0","1612.0"
"Montanaro","1161","1","Torino","TO","Piemonte","1","5118.0","2604.0","2514.0"
"Monteu da Po","1162","1","Torino","TO","Piemonte","1","858.0","429.0","429.0"
"Moriondo Torinese","1163","1","Torino","TO","Piemonte","1","853.0","419.0","434.0"
"Nichelino","1164","1","Torino","TO","Piemonte","1","46458.0","24003.0","22455.0"
"Noasca","1165","1","Torino","TO","Piemonte","1","107.0","51.0","56.0"
"Nole","1166","1","Torino","TO","Piemonte","1","6803.0","3471.0","3332.0"
"Nomaglio","1167","1","Torino","TO","Piemonte","1","283.0","142.0","141.0"
"None","1168","1","Torino","TO","Piemonte","1","7830.0","3954.0","3876.0"
"Novalesa","1169","1","Torino","TO","Piemonte","1","516.0","256.0","260.0"
"Oglianico","1170","1","Torino","TO","Piemonte","1","1455.0","742.0","713.0"
"Orbassano","1171","1","Torino","TO","Piemonte","1","23044.0","11883.0","11161.0"
"Orio Canavese","1172","1","Torino","TO","Piemonte","1","756.0","376.0","380.0"
"Osasco","1173","1","Torino","TO","Piemonte","1","1153.0","590.0","563.0"
"Osasio","1174","1","Torino","TO","Piemonte","1","936.0","448.0","488.0"
"Oulx","1175","1","Torino","TO","Piemonte","1","3293.0","1606.0","1687.0"
"Ozegna","1176","1","Torino","TO","Piemonte","1","1176.0","594.0","582.0"
"Palazzo Canavese","1177","1","Torino","TO","Piemonte","1","839.0","435.0","404.0"
"Pancalieri","1178","1","Torino","TO","Piemonte","1","1992.0","1029.0","963.0"
"Parella","1179","1","Torino","TO","Piemonte","1","412.0","222.0","190.0"
"Pavarolo","1180","1","Torino","TO","Piemonte","1","1148.0","592.0","556.0"
"Pavone Canavese","1181","1","Torino","TO","Piemonte","1","3635.0","1859.0","1776.0"
"Pecetto Torinese","1183","1","Torino","TO","Piemonte","1","4046.0","2070.0","1976.0"
"Perosa Argentina","1184","1","Torino","TO","Piemonte","1","3094.0","1621.0","1473.0"
"Perosa Canavese","1185","1","Torino","TO","Piemonte","1","525.0","272.0","253.0"
"Perrero","1186","1","Torino","TO","Piemonte","1","583.0","268.0","315.0"
"Pertusio","1187","1","Torino","TO","Piemonte","1","752.0","380.0","372.0"
"Pessinetto","1188","1","Torino","TO","Piemonte","1","608.0","291.0","317.0"
"Pianezza","1189","1","Torino","TO","Piemonte","1","15449.0","7910.0","7539.0"
"Pinasca","1190","1","Torino","TO","Piemonte","1","2853.0","1486.0","1367.0"
"Pinerolo","1191","1","Torino","TO","Piemonte","1","35440.0","18559.0","16881.0"
"Pino Torinese","1192","1","Torino","TO","Piemonte","1","8333.0","4327.0","4006.0"
"Piobesi Torinese","1193","1","Torino","TO","Piemonte","1","3818.0","1966.0","1852.0"
"Piossasco","1194","1","Torino","TO","Piemonte","1","18087.0","9233.0","8854.0"
"Piscina","1195","1","Torino","TO","Piemonte","1","3319.0","1697.0","1622.0"
"Piverone","1196","1","Torino","TO","Piemonte","1","1302.0","678.0","624.0"
"Poirino","1197","1","Torino","TO","Piemonte","1","10179.0","5120.0","5059.0"
"Pomaretto","1198","1","Torino","TO","Piemonte","1","971.0","500.0","471.0"
"Pont-Canavese","1199","1","Torino","TO","Piemonte","1","3087.0","1599.0","1488.0"
"Porte","1200","1","Torino","TO","Piemonte","1","1079.0","532.0","547.0"
"Pragelato","1201","1","Torino","TO","Piemonte","1","735.0","333.0","402.0"
"Prali","1202","1","Torino","TO","Piemonte","1","249.0","118.0","131.0"
"Pralormo","1203","1","Torino","TO","Piemonte","1","1899.0","958.0","941.0"
"Pramollo","1204","1","Torino","TO","Piemonte","1","222.0","103.0","119.0"
"Prarostino","1205","1","Torino","TO","Piemonte","1","1255.0","616.0","639.0"
"Prascorsano","1206","1","Torino","TO","Piemonte","1","726.0","355.0","371.0"
"Pratiglione","1207","1","Torino","TO","Piemonte","1","458.0","233.0","225.0"
"Quagliuzzo","1208","1","Torino","TO","Piemonte","1","333.0","160.0","173.0"
"Quassolo","1209","1","Torino","TO","Piemonte","1","339.0","176.0","163.0"
"Quincinetto","1210","1","Torino","TO","Piemonte","1","992.0","503.0","489.0"
"Reano","1211","1","Torino","TO","Piemonte","1","1753.0","887.0","866.0"
"Ribordone","1212","1","Torino","TO","Piemonte","1","49.0","22.0","27.0"
"Rivalba","1213","1","Torino","TO","Piemonte","1","1158.0","583.0","575.0"
"Rivalta di Torino","1214","1","Torino","TO","Piemonte","1","20172.0","10221.0","9951.0"
"Riva presso Chieri","1215","1","Torino","TO","Piemonte","1","4750.0","2401.0","2349.0"
"Rivara","1216","1","Torino","TO","Piemonte","1","2496.0","1260.0","1236.0"
"Rivarolo Canavese","1217","1","Torino","TO","Piemonte","1","12280.0","6364.0","5916.0"
"Rivarossa","1218","1","Torino","TO","Piemonte","1","1548.0","773.0","775.0"
"Rivoli","1219","1","Torino","TO","Piemonte","1","47481.0","24710.0","22771.0"
"Robassomero","1220","1","Torino","TO","Piemonte","1","3052.0","1563.0","1489.0"
"Rocca Canavese","1221","1","Torino","TO","Piemonte","1","1667.0","836.0","831.0"
"Roletto","1222","1","Torino","TO","Piemonte","1","1988.0","980.0","1008.0"
"Romano Canavese","1223","1","Torino","TO","Piemonte","1","2642.0","1351.0","1291.0"
"Ronco Canavese","1224","1","Torino","TO","Piemonte","1","293.0","136.0","157.0"
"Rondissone","1225","1","Torino","TO","Piemonte","1","1849.0","898.0","951.0"
"Rorà","1226","1","Torino","TO","Piemonte","1","227.0","105.0","122.0"
"Roure","1227","1","Torino","TO","Piemonte","1","765.0","394.0","371.0"
"Rosta","1228","1","Torino","TO","Piemonte","1","5056.0","2587.0","2469.0"
"Rubiana","1229","1","Torino","TO","Piemonte","1","2391.0","1210.0","1181.0"
"Rueglio","1230","1","Torino","TO","Piemonte","1","788.0","395.0","393.0"
"Salassa","1231","1","Torino","TO","Piemonte","1","1792.0","913.0","879.0"
"Salbertrand","1232","1","Torino","TO","Piemonte","1","605.0","287.0","318.0"
"Salerano Canavese","1233","1","Torino","TO","Piemonte","1","458.0","231.0","227.0"
"Salza di Pinerolo","1234","1","Torino","TO","Piemonte","1","74.0","26.0","48.0"
"Samone","1235","1","Torino","TO","Piemonte","1","1468.0","736.0","732.0"
"San Benigno Canavese","1236","1","Torino","TO","Piemonte","1","5999.0","3039.0","2960.0"
"San Carlo Canavese","1237","1","Torino","TO","Piemonte","1","4010.0","2055.0","1955.0"
"San Colombano Belmonte","1238","1","Torino","TO","Piemonte","1","358.0","182.0","176.0"
"San Didero","1239","1","Torino","TO","Piemonte","1","516.0","260.0","256.0"
"San Francesco al Campo","1240","1","Torino","TO","Piemonte","1","4847.0","2466.0","2381.0"
"Sangano","1241","1","Torino","TO","Piemonte","1","3686.0","1937.0","1749.0"
"San Germano Chisone","1242","1","Torino","TO","Piemonte","1","1691.0","825.0","866.0"
"San Gillio","1243","1","Torino","TO","Piemonte","1","3217.0","1660.0","1557.0"
"San Giorgio Canavese","1244","1","Torino","TO","Piemonte","1","2534.0","1284.0","1250.0"
"San Giorio di Susa","1245","1","Torino","TO","Piemonte","1","987.0","505.0","482.0"
"San Giusto Canavese","1246","1","Torino","TO","Piemonte","1","3261.0","1679.0","1582.0"
"San Martino Canavese","1247","1","Torino","TO","Piemonte","1","811.0","415.0","396.0"
"San Maurizio Canavese","1248","1","Torino","TO","Piemonte","1","10228.0","5175.0","5053.0"
"San Mauro Torinese","1249","1","Torino","TO","Piemonte","1","18635.0","9604.0","9031.0"
"San Pietro Val Lemina","1250","1","Torino","TO","Piemonte","1","1457.0","715.0","742.0"
"San Ponso","1251","1","Torino","TO","Piemonte","1","248.0","121.0","127.0"
"San Raffaele Cimena","1252","1","Torino","TO","Piemonte","1","3146.0","1597.0","1549.0"
"San Sebastiano da Po","1253","1","Torino","TO","Piemonte","1","1861.0","943.0","918.0"
"San Secondo di Pinerolo","1254","1","Torino","TO","Piemonte","1","3597.0","1819.0","1778.0"
"Sant'Ambrogio di Torino","1255","1","Torino","TO","Piemonte","1","4597.0","2307.0","2290.0"
"Sant'Antonino di Susa","1256","1","Torino","TO","Piemonte","1","4064.0","2114.0","1950.0"
"Santena","1257","1","Torino","TO","Piemonte","1","10531.0","5328.0","5203.0"
"Sauze di Cesana","1258","1","Torino","TO","Piemonte","1","251.0","112.0","139.0"
"Sauze d'Oulx","1259","1","Torino","TO","Piemonte","1","1043.0","491.0","552.0"
"Scalenghe","1260","1","Torino","TO","Piemonte","1","3244.0","1595.0","1649.0"
"Scarmagno","1261","1","Torino","TO","Piemonte","1","802.0","417.0","385.0"
"Sciolze","1262","1","Torino","TO","Piemonte","1","1463.0","731.0","732.0"
"Sestriere","1263","1","Torino","TO","Piemonte","1","919.0","441.0","478.0"
"Settimo Rottaro","1264","1","Torino","TO","Piemonte","1","473.0","248.0","225.0"
"Settimo Torinese","1265","1","Torino","TO","Piemonte","1","46056.0","23714.0","22342.0"
"Settimo Vittone","1266","1","Torino","TO","Piemonte","1","1491.0","723.0","768.0"
"Sparone","1267","1","Torino","TO","Piemonte","1","928.0","476.0","452.0"
"Strambinello","1268","1","Torino","TO","Piemonte","1","260.0","139.0","121.0"
"Strambino","1269","1","Torino","TO","Piemonte","1","6080.0","3128.0","2952.0"
"Susa","1270","1","Torino","TO","Piemonte","1","5940.0","3130.0","2810.0"
"Tavagnasco","1271","1","Torino","TO","Piemonte","1","745.0","386.0","359.0"
"Torino","1272","1","Torino","TO","Piemonte","1","848748.0","441686.0","407062.0"
"Torrazza Piemonte","1273","1","Torino","TO","Piemonte","1","3000.0","1521.0","1479.0"
"Torre Canavese","1274","1","Torino","TO","Piemonte","1","620.0","320.0","300.0"
"Torre Pellice","1275","1","Torino","TO","Piemonte","1","4591.0","2406.0","2185.0"
"Trana","1276","1","Torino","TO","Piemonte","1","3813.0","1940.0","1873.0"
"Traversella","1278","1","Torino","TO","Piemonte","1","319.0","155.0","164.0"
"Traves","1279","1","Torino","TO","Piemonte","1","486.0","234.0","252.0"
"Trofarello","1280","1","Torino","TO","Piemonte","1","10580.0","5447.0","5133.0"
"Usseaux","1281","1","Torino","TO","Piemonte","1","178.0","88.0","90.0"
"Usseglio","1282","1","Torino","TO","Piemonte","1","195.0","92.0","103.0"
"Vaie","1283","1","Torino","TO","Piemonte","1","1389.0","702.0","687.0"
"Val della Torre","1284","1","Torino","TO","Piemonte","1","3982.0","1971.0","2011.0"
"Valgioie","1285","1","Torino","TO","Piemonte","1","976.0","446.0","530.0"
"Vallo Torinese","1286","1","Torino","TO","Piemonte","1","780.0","383.0","397.0"
"Valperga","1287","1","Torino","TO","Piemonte","1","2974.0","1559.0","1415.0"
"Valprato Soana","1288","1","Torino","TO","Piemonte","1","90.0","41.0","49.0"
"Varisella","1289","1","Torino","TO","Piemonte","1","850.0","424.0","426.0"
"Vauda Canavese","1290","1","Torino","TO","Piemonte","1","1435.0","709.0","726.0"
"Venaus","1291","1","Torino","TO","Piemonte","1","871.0","432.0","439.0"
"Venaria Reale","1292","1","Torino","TO","Piemonte","1","32462.0","16758.0","15704.0"
"Verolengo","1293","1","Torino","TO","Piemonte","1","4782.0","2451.0","2331.0"
"Verrua Savoia","1294","1","Torino","TO","Piemonte","1","1341.0","663.0","678.0"
"Vestignè","1295","1","Torino","TO","Piemonte","1","753.0","378.0","375.0"
"Vialfrè","1296","1","Torino","TO","Piemonte","1","257.0","128.0","129.0"
"Vidracco","1298","1","Torino","TO","Piemonte","1","482.0","254.0","228.0"
"Vigone","1299","1","Torino","TO","Piemonte","1","5086.0","2555.0","2531.0"
"Villafranca Piemonte","1300","1","Torino","TO","Piemonte","1","4562.0","2310.0","2252.0"
"Villanova Canavese","1301","1","Torino","TO","Piemonte","1","1205.0","623.0","582.0"
"Villarbasse","1302","1","Torino","TO","Piemonte","1","3500.0","1818.0","1682.0"
"Villar Dora","1303","1","Torino","TO","Piemonte","1","2795.0","1399.0","1396.0"
"Villareggia","1304","1","Torino","TO","Piemonte","1","996.0","507.0","489.0"
"Villar Focchiardo","1305","1","Torino","TO","Piemonte","1","1955.0","1000.0","955.0"
"Villar Pellice","1306","1","Torino","TO","Piemonte","1","1047.0","524.0","523.0"
"Villar Perosa","1307","1","Torino","TO","Piemonte","1","3898.0","2004.0","1894.0"
"Villastellone","1308","1","Torino","TO","Piemonte","1","4472.0","2297.0","2175.0"
"Vinovo","1309","1","Torino","TO","Piemonte","1","15154.0","7743.0","7411.0"
"Virle Piemonte","1310","1","Torino","TO","Piemonte","1","1153.0","568.0","585.0"
"Vische","1311","1","Torino","TO","Piemonte","1","1196.0","607.0","589.0"
"Vistrorio","1312","1","Torino","TO","Piemonte","1","506.0","263.0","243.0"
"Viù","1313","1","Torino","TO","Piemonte","1","1023.0","494.0","529.0"
"Volpiano","1314","1","Torino","TO","Piemonte","1","15199.0","7727.0","7472.0"
"Volvera","1315","1","Torino","TO","Piemonte","1","8521.0","4297.0","4224.0"
"Mappano","1316","1","Torino","TO","Piemonte","1","7369.0","3717.0","3652.0"
"Alagna Valsesia","2002","2","Vercelli","VC","Piemonte","1","730.0","352.0","378.0"
"Albano Vercellese","2003","2","Vercelli","VC","Piemonte","1","310.0","157.0","153.0"
"Alice Castello","2004","2","Vercelli","VC","Piemonte","1","2503.0","1243.0","1260.0"
"Arborio","2006","2","Vercelli","VC","Piemonte","1","830.0","388.0","442.0"
"Asigliano Vercellese","2007","2","Vercelli","VC","Piemonte","1","1382.0","686.0","696.0"
"Balmuccia","2008","2","Vercelli","VC","Piemonte","1","110.0","60.0","50.0"
"Balocco","2009","2","Vercelli","VC","Piemonte","1","217.0","96.0","121.0"
"Bianzè","2011","2","Vercelli","VC","Piemonte","1","1841.0","941.0","900.0"
"Boccioleto","2014","2","Vercelli","VC","Piemonte","1","163.0","85.0","78.0"
"Borgo d'Ale","2015","2","Vercelli","VC","Piemonte","1","2223.0","1115.0","1108.0"
"Borgosesia","2016","2","Vercelli","VC","Piemonte","1","12189.0","6394.0","5795.0"
"Borgo Vercelli","2017","2","Vercelli","VC","Piemonte","1","2260.0","1151.0","1109.0"
"Buronzo","2021","2","Vercelli","VC","Piemonte","1","851.0","433.0","418.0"
"Campertogno","2025","2","Vercelli","VC","Piemonte","1","221.0","111.0","110.0"
"Carcoforo","2029","2","Vercelli","VC","Piemonte","1","72.0","35.0","37.0"
"Caresana","2030","2","Vercelli","VC","Piemonte","1","1057.0","472.0","585.0"
"Caresanablot","2031","2","Vercelli","VC","Piemonte","1","1088.0","557.0","531.0"
"Carisio","2032","2","Vercelli","VC","Piemonte","1","772.0","376.0","396.0"
