"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Andali","79005","79","Catanzaro","CZ","Calabria","18","662.0","338.0","324.0"
"Argusto","79007","79","Catanzaro","CZ","Calabria","18","458.0","238.0","220.0"
"Badolato","79008","79","Catanzaro","CZ","Calabria","18","2831.0","1484.0","1347.0"
"Belcastro","79009","79","Catanzaro","CZ","Calabria","18","1227.0","598.0","629.0"
"Borgia","79011","79","Catanzaro","CZ","Calabria","18","7218.0","3699.0","3519.0"
"Botricello","79012","79","Catanzaro","CZ","Calabria","18","5026.0","2543.0","2483.0"
"Caraffa di Catanzaro","79017","79","Catanzaro","CZ","Calabria","18","1739.0","871.0","868.0"
"Cardinale","79018","79","Catanzaro","CZ","Calabria","18","1856.0","965.0","891.0"
"Carlopoli","79020","79","Catanzaro","CZ","Calabria","18","1406.0","701.0","705.0"
"Catanzaro","79023","79","Catanzaro","CZ","Calabria","18","85609.0","44755.0","40854.0"
"Cenadi","79024","79","Catanzaro","CZ","Calabria","18","507.0","258.0","249.0"
"Centrache","79025","79","Catanzaro","CZ","Calabria","18","340.0","170.0","170.0"
"Cerva","79027","79","Catanzaro","CZ","Calabria","18","1106.0","585.0","521.0"
"Chiaravalle Centrale","79029","79","Catanzaro","CZ","Calabria","18","5138.0","2706.0","2432.0"
"Cicala","79030","79","Catanzaro","CZ","Calabria","18","893.0","458.0","435.0"
"Conflenti","79033","79","Catanzaro","CZ","Calabria","18","1295.0","655.0","640.0"
"Cortale","79034","79","Catanzaro","CZ","Calabria","18","1889.0","976.0","913.0"
"Cropani","79036","79","Catanzaro","CZ","Calabria","18","4657.0","2396.0","2261.0"
"Curinga","79039","79","Catanzaro","CZ","Calabria","18","6520.0","3319.0","3201.0"
"Davoli","79042","79","Catanzaro","CZ","Calabria","18","5481.0","2760.0","2721.0"
"Decollatura","79043","79","Catanzaro","CZ","Calabria","18","2920.0","1458.0","1462.0"
"Falerna","79047","79","Catanzaro","CZ","Calabria","18","3759.0","1858.0","1901.0"
"Feroleto Antico","79048","79","Catanzaro","CZ","Calabria","18","1990.0","1011.0","979.0"
"Fossato Serralta","79052","79","Catanzaro","CZ","Calabria","18","574.0","293.0","281.0"
"Gagliato","79055","79","Catanzaro","CZ","Calabria","18","440.0","229.0","211.0"
"Gasperina","79056","79","Catanzaro","CZ","Calabria","18","1908.0","959.0","949.0"
"Gimigliano","79058","79","Catanzaro","CZ","Calabria","18","3035.0","1535.0","1500.0"
"Girifalco","79059","79","Catanzaro","CZ","Calabria","18","5623.0","2871.0","2752.0"
"Gizzeria","79060","79","Catanzaro","CZ","Calabria","18","4997.0","2393.0","2604.0"
"Guardavalle","79061","79","Catanzaro","CZ","Calabria","18","4173.0","2167.0","2006.0"
"Isca sullo Ionio","79063","79","Catanzaro","CZ","Calabria","18","1491.0","756.0","735.0"
"Jacurso","79065","79","Catanzaro","CZ","Calabria","18","562.0","299.0","263.0"
"Magisano","79068","79","Catanzaro","CZ","Calabria","18","1111.0","567.0","544.0"
"Maida","79069","79","Catanzaro","CZ","Calabria","18","4428.0","2254.0","2174.0"
"Marcedusa","79071","79","Catanzaro","CZ","Calabria","18","395.0","191.0","204.0"
"Marcellinara","79072","79","Catanzaro","CZ","Calabria","18","2182.0","1114.0","1068.0"
"Martirano","79073","79","Catanzaro","CZ","Calabria","18","854.0","424.0","430.0"
"Martirano Lombardo","79074","79","Catanzaro","CZ","Calabria","18","980.0","499.0","481.0"
"Miglierina","79077","79","Catanzaro","CZ","Calabria","18","731.0","397.0","334.0"
"Montauro","79080","79","Catanzaro","CZ","Calabria","18","1771.0","913.0","858.0"
"Montepaone","79081","79","Catanzaro","CZ","Calabria","18","5614.0","2816.0","2798.0"
"Motta Santa Lucia","79083","79","Catanzaro","CZ","Calabria","18","789.0","393.0","396.0"
"Nocera Terinese","79087","79","Catanzaro","CZ","Calabria","18","4719.0","2341.0","2378.0"
"Olivadi","79088","79","Catanzaro","CZ","Calabria","18","482.0","249.0","233.0"
"Palermiti","79089","79","Catanzaro","CZ","Calabria","18","1075.0","556.0","519.0"
"Pentone","79092","79","Catanzaro","CZ","Calabria","18","1934.0","1003.0","931.0"
"Petrizzi","79094","79","Catanzaro","CZ","Calabria","18","1028.0","520.0","508.0"
"Petronà","79095","79","Catanzaro","CZ","Calabria","18","2404.0","1247.0","1157.0"
"Pianopoli","79096","79","Catanzaro","CZ","Calabria","18","2539.0","1281.0","1258.0"
"Platania","79099","79","Catanzaro","CZ","Calabria","18","1948.0","1003.0","945.0"
"San Floro","79108","79","Catanzaro","CZ","Calabria","18","689.0","348.0","341.0"
"San Mango d'Aquino","79110","79","Catanzaro","CZ","Calabria","18","1440.0","740.0","700.0"
"San Pietro a Maida","79114","79","Catanzaro","CZ","Calabria","18","3812.0","1913.0","1899.0"
"San Pietro Apostolo","79115","79","Catanzaro","CZ","Calabria","18","1561.0","802.0","759.0"
"San Sostene","79116","79","Catanzaro","CZ","Calabria","18","1414.0","688.0","726.0"
"Santa Caterina dello Ionio","79117","79","Catanzaro","CZ","Calabria","18","1940.0","982.0","958.0"
"Sant'Andrea Apostolo dello Ionio","79118","79","Catanzaro","CZ","Calabria","18","1759.0","868.0","891.0"
"San Vito sullo Ionio","79122","79","Catanzaro","CZ","Calabria","18","1629.0","853.0","776.0"
"Satriano","79123","79","Catanzaro","CZ","Calabria","18","3360.0","1740.0","1620.0"
"Sellia","79126","79","Catanzaro","CZ","Calabria","18","494.0","264.0","230.0"
"Sellia Marina","79127","79","Catanzaro","CZ","Calabria","18","7579.0","3740.0","3839.0"
"Serrastretta","79129","79","Catanzaro","CZ","Calabria","18","2945.0","1474.0","1471.0"
"Sersale","79130","79","Catanzaro","CZ","Calabria","18","4291.0","2199.0","2092.0"
"Settingiano","79131","79","Catanzaro","CZ","Calabria","18","3204.0","1579.0","1625.0"
"Simeri Crichi","79133","79","Catanzaro","CZ","Calabria","18","4748.0","2416.0","2332.0"
"Sorbo San Basile","79134","79","Catanzaro","CZ","Calabria","18","773.0","401.0","372.0"
"Soverato","79137","79","Catanzaro","CZ","Calabria","18","8683.0","4635.0","4048.0"
"Soveria Mannelli","79138","79","Catanzaro","CZ","Calabria","18","2903.0","1524.0","1379.0"
"Soveria Simeri","79139","79","Catanzaro","CZ","Calabria","18","1461.0","749.0","712.0"
"Squillace","79142","79","Catanzaro","CZ","Calabria","18","3543.0","1781.0","1762.0"
"Stalettì","79143","79","Catanzaro","CZ","Calabria","18","2320.0","1151.0","1169.0"
"Taverna","79146","79","Catanzaro","CZ","Calabria","18","2529.0","1255.0","1274.0"
"Tiriolo","79147","79","Catanzaro","CZ","Calabria","18","3605.0","1825.0","1780.0"
"Torre di Ruggiero","79148","79","Catanzaro","CZ","Calabria","18","961.0","509.0","452.0"
"Vallefiorita","79151","79","Catanzaro","CZ","Calabria","18","1531.0","817.0","714.0"
"Zagarise","79157","79","Catanzaro","CZ","Calabria","18","1475.0","752.0","723.0"
"Lamezia Terme","79160","79","Catanzaro","CZ","Calabria","18","67413.0","34227.0","33186.0"
"Africo","80001","80","Reggio di Calabria","RC","Calabria","18","2783.0","1386.0","1397.0"
"Agnana Calabra","80002","80","Reggio di Calabria","RC","Calabria","18","466.0","226.0","240.0"
"Anoia","80003","80","Reggio di Calabria","RC","Calabria","18","2048.0","1082.0","966.0"
"Antonimina","80004","80","Reggio di Calabria","RC","Calabria","18","1191.0","591.0","600.0"
"Ardore","80005","80","Reggio di Calabria","RC","Calabria","18","4780.0","2442.0","2338.0"
"Bagaladi","80006","80","Reggio di Calabria","RC","Calabria","18","953.0","515.0","438.0"
"Bagnara Calabra","80007","80","Reggio di Calabria","RC","Calabria","18","9373.0","4708.0","4665.0"
"Benestare","80008","80","Reggio di Calabria","RC","Calabria","18","2478.0","1226.0","1252.0"
"Bianco","80009","80","Reggio di Calabria","RC","Calabria","18","4188.0","2125.0","2063.0"
"Bivongi","80010","80","Reggio di Calabria","RC","Calabria","18","1163.0","601.0","562.0"
"Bova","80011","80","Reggio di Calabria","RC","Calabria","18","400.0","183.0","217.0"
"Bovalino","80012","80","Reggio di Calabria","RC","Calabria","18","8672.0","4493.0","4179.0"
"Bova Marina","80013","80","Reggio di Calabria","RC","Calabria","18","4080.0","2057.0","2023.0"
"Brancaleone","80014","80","Reggio di Calabria","RC","Calabria","18","3282.0","1675.0","1607.0"
"Bruzzano Zeffirio","80015","80","Reggio di Calabria","RC","Calabria","18","1056.0","555.0","501.0"
"Calanna","80016","80","Reggio di Calabria","RC","Calabria","18","782.0","407.0","375.0"
"Camini","80017","80","Reggio di Calabria","RC","Calabria","18","808.0","425.0","383.0"
"Campo Calabro","80018","80","Reggio di Calabria","RC","Calabria","18","4449.0","2270.0","2179.0"
"Candidoni","80019","80","Reggio di Calabria","RC","Calabria","18","418.0","207.0","211.0"
"Canolo","80020","80","Reggio di Calabria","RC","Calabria","18","703.0","353.0","350.0"
"Caraffa del Bianco","80021","80","Reggio di Calabria","RC","Calabria","18","463.0","251.0","212.0"
"Cardeto","80022","80","Reggio di Calabria","RC","Calabria","18","1361.0","716.0","645.0"
"Careri","80023","80","Reggio di Calabria","RC","Calabria","18","2135.0","1083.0","1052.0"
"Casignana","80024","80","Reggio di Calabria","RC","Calabria","18","707.0","367.0","340.0"
"Caulonia","80025","80","Reggio di Calabria","RC","Calabria","18","6739.0","3450.0","3289.0"
"Ciminà","80026","80","Reggio di Calabria","RC","Calabria","18","530.0","258.0","272.0"
"Cinquefrondi","80027","80","Reggio di Calabria","RC","Calabria","18","6269.0","3221.0","3048.0"
"Cittanova","80028","80","Reggio di Calabria","RC","Calabria","18","9829.0","5045.0","4784.0"
"Condofuri","80029","80","Reggio di Calabria","RC","Calabria","18","4677.0","2396.0","2281.0"
"Cosoleto","80030","80","Reggio di Calabria","RC","Calabria","18","795.0","404.0","391.0"
"Delianuova","80031","80","Reggio di Calabria","RC","Calabria","18","3125.0","1635.0","1490.0"
"Feroleto della Chiesa","80032","80","Reggio di Calabria","RC","Calabria","18","1520.0","775.0","745.0"
"Ferruzzano","80033","80","Reggio di Calabria","RC","Calabria","18","776.0","414.0","362.0"
"Fiumara","80034","80","Reggio di Calabria","RC","Calabria","18","849.0","438.0","411.0"
"Galatro","80035","80","Reggio di Calabria","RC","Calabria","18","1453.0","756.0","697.0"
"Gerace","80036","80","Reggio di Calabria","RC","Calabria","18","2399.0","1197.0","1202.0"
"Giffone","80037","80","Reggio di Calabria","RC","Calabria","18","1615.0","821.0","794.0"
"Gioia Tauro","80038","80","Reggio di Calabria","RC","Calabria","18","19254.0","9676.0","9578.0"
"Gioiosa Ionica","80039","80","Reggio di Calabria","RC","Calabria","18","6865.0","3490.0","3375.0"
"Grotteria","80040","80","Reggio di Calabria","RC","Calabria","18","2881.0","1470.0","1411.0"
"Laganadi","80041","80","Reggio di Calabria","RC","Calabria","18","352.0","177.0","175.0"
"Laureana di Borrello","80042","80","Reggio di Calabria","RC","Calabria","18","4699.0","2454.0","2245.0"
"Locri","80043","80","Reggio di Calabria","RC","Calabria","18","11922.0","6172.0","5750.0"
"Mammola","80044","80","Reggio di Calabria","RC","Calabria","18","2498.0","1281.0","1217.0"
"Marina di Gioiosa Ionica","80045","80","Reggio di Calabria","RC","Calabria","18","6304.0","3270.0","3034.0"
"Maropati","80046","80","Reggio di Calabria","RC","Calabria","18","1385.0","696.0","689.0"
"Martone","80047","80","Reggio di Calabria","RC","Calabria","18","503.0","255.0","248.0"
"Melicuccà","80048","80","Reggio di Calabria","RC","Calabria","18","854.0","449.0","405.0"
"Melicucco","80049","80","Reggio di Calabria","RC","Calabria","18","4889.0","2468.0","2421.0"
"Melito di Porto Salvo","80050","80","Reggio di Calabria","RC","Calabria","18","10577.0","5394.0","5183.0"
"Molochio","80051","80","Reggio di Calabria","RC","Calabria","18","2262.0","1168.0","1094.0"
"Monasterace","80052","80","Reggio di Calabria","RC","Calabria","18","3311.0","1657.0","1654.0"
"Montebello Jonico","80053","80","Reggio di Calabria","RC","Calabria","18","5721.0","2910.0","2811.0"
"Motta San Giovanni","80054","80","Reggio di Calabria","RC","Calabria","18","5672.0","2889.0","2783.0"
"Oppido Mamertina","80055","80","Reggio di Calabria","RC","Calabria","18","4859.0","2476.0","2383.0"
"Palizzi","80056","80","Reggio di Calabria","RC","Calabria","18","1993.0","1028.0","965.0"
"Palmi","80057","80","Reggio di Calabria","RC","Calabria","18","17868.0","9176.0","8692.0"
"Pazzano","80058","80","Reggio di Calabria","RC","Calabria","18","498.0","249.0","249.0"
"Placanica","80059","80","Reggio di Calabria","RC","Calabria","18","1043.0","539.0","504.0"
"Platì","80060","80","Reggio di Calabria","RC","Calabria","18","3736.0","1845.0","1891.0"
"Polistena","80061","80","Reggio di Calabria","RC","Calabria","18","9960.0","5117.0","4843.0"
"Portigliola","80062","80","Reggio di Calabria","RC","Calabria","18","1091.0","561.0","530.0"
"Reggio di Calabria","80063","80","Reggio di Calabria","RC","Calabria","18","172479.0","89903.0","82576.0"
"Riace","80064","80","Reggio di Calabria","RC","Calabria","18","1813.0","913.0","900.0"
"Rizziconi","80065","80","Reggio di Calabria","RC","Calabria","18","7711.0","3772.0","3939.0"
"Roccaforte del Greco","80066","80","Reggio di Calabria","RC","Calabria","18","367.0","183.0","184.0"
"Roccella Ionica","80067","80","Reggio di Calabria","RC","Calabria","18","6180.0","3236.0","2944.0"
"Roghudi","80068","80","Reggio di Calabria","RC","Calabria","18","971.0","493.0","478.0"
"Rosarno","80069","80","Reggio di Calabria","RC","Calabria","18","14639.0","7305.0","7334.0"
"Samo","80070","80","Reggio di Calabria","RC","Calabria","18","737.0","382.0","355.0"
"San Giorgio Morgeto","80071","80","Reggio di Calabria","RC","Calabria","18","2965.0","1540.0","1425.0"
"San Giovanni di Gerace","80072","80","Reggio di Calabria","RC","Calabria","18","419.0","217.0","202.0"
"San Lorenzo","80073","80","Reggio di Calabria","RC","Calabria","18","2271.0","1151.0","1120.0"
"San Luca","80074","80","Reggio di Calabria","RC","Calabria","18","3482.0","1775.0","1707.0"
"San Pietro di Caridà","80075","80","Reggio di Calabria","RC","Calabria","18","1022.0","544.0","478.0"
"San Procopio","80076","80","Reggio di Calabria","RC","Calabria","18","495.0","250.0","245.0"
"San Roberto","80077","80","Reggio di Calabria","RC","Calabria","18","1551.0","769.0","782.0"
"Santa Cristina d'Aspromonte","80078","80","Reggio di Calabria","RC","Calabria","18","774.0","387.0","387.0"
"Sant'Agata del Bianco","80079","80","Reggio di Calabria","RC","Calabria","18","591.0","298.0","293.0"
"Sant'Alessio in Aspromonte","80080","80","Reggio di Calabria","RC","Calabria","18","331.0","167.0","164.0"
"Sant'Eufemia d'Aspromonte","80081","80","Reggio di Calabria","RC","Calabria","18","3740.0","1910.0","1830.0"
"Sant'Ilario dello Ionio","80082","80","Reggio di Calabria","RC","Calabria","18","1348.0","679.0","669.0"
"Santo Stefano in Aspromonte","80083","80","Reggio di Calabria","RC","Calabria","18","1091.0","523.0","568.0"
"Scido","80084","80","Reggio di Calabria","RC","Calabria","18","841.0","436.0","405.0"
"Scilla","80085","80","Reggio di Calabria","RC","Calabria","18","4576.0","2354.0","2222.0"
"Seminara","80086","80","Reggio di Calabria","RC","Calabria","18","2488.0","1268.0","1220.0"
"Serrata","80087","80","Reggio di Calabria","RC","Calabria","18","796.0","401.0","395.0"
"Siderno","80088","80","Reggio di Calabria","RC","Calabria","18","17610.0","8968.0","8642.0"
"Sinopoli","80089","80","Reggio di Calabria","RC","Calabria","18","1891.0","944.0","947.0"
"Staiti","80090","80","Reggio di Calabria","RC","Calabria","18","189.0","100.0","89.0"
"Stignano","80091","80","Reggio di Calabria","RC","Calabria","18","1231.0","602.0","629.0"
"Stilo","80092","80","Reggio di Calabria","RC","Calabria","18","2404.0","1173.0","1231.0"
"Taurianova","80093","80","Reggio di Calabria","RC","Calabria","18","14947.0","7629.0","7318.0"
"Terranova Sappo Minulio","80094","80","Reggio di Calabria","RC","Calabria","18","460.0","226.0","234.0"
"Varapodio","80095","80","Reggio di Calabria","RC","Calabria","18","1997.0","1013.0","984.0"
"Villa San Giovanni","80096","80","Reggio di Calabria","RC","Calabria","18","12920.0","6611.0","6309.0"
"San Ferdinando","80097","80","Reggio di Calabria","RC","Calabria","18","4488.0","2047.0","2441.0"
"Belvedere di Spinello","101001","101","Crotone","KR","Calabria","18","1973.0","1017.0","956.0"
"Caccuri","101002","101","Crotone","KR","Calabria","18","1553.0","794.0","759.0"
"Carfizzi","101003","101","Crotone","KR","Calabria","18","524.0","278.0","246.0"
"Casabona","101004","101","Crotone","KR","Calabria","18","2377.0","1249.0","1128.0"
"Castelsilano","101005","101","Crotone","KR","Calabria","18","900.0","454.0","446.0"
"Cerenzia","101006","101","Crotone","KR","Calabria","18","1035.0","520.0","515.0"
"Cirò","101007","101","Crotone","KR","Calabria","18","2534.0","1330.0","1204.0"
"Cirò Marina","101008","101","Crotone","KR","Calabria","18","14002.0","7171.0","6831.0"
"Cotronei","101009","101","Crotone","KR","Calabria","18","5261.0","2696.0","2565.0"
"Crotone","101010","101","Crotone","KR","Calabria","18","59359.0","30007.0","29352.0"
"Crucoli","101011","101","Crotone","KR","Calabria","18","2781.0","1461.0","1320.0"
"Cutro","101012","101","Crotone","KR","Calabria","18","9478.0","4781.0","4697.0"
"Isola di Capo Rizzuto","101013","101","Crotone","KR","Calabria","18","17281.0","8323.0","8958.0"
"Melissa","101014","101","Crotone","KR","Calabria","18","3274.0","1662.0","1612.0"
"Mesoraca","101015","101","Crotone","KR","Calabria","18","5908.0","3039.0","2869.0"
"Pallagorio","101016","101","Crotone","KR","Calabria","18","1019.0","510.0","509.0"
"Petilia Policastro","101017","101","Crotone","KR","Calabria","18","8714.0","4348.0","4366.0"
"Roccabernarda","101018","101","Crotone","KR","Calabria","18","3167.0","1610.0","1557.0"
"Rocca di Neto","101019","101","Crotone","KR","Calabria","18","5343.0","2668.0","2675.0"
"San Mauro Marchesato","101020","101","Crotone","KR","Calabria","18","1952.0","1005.0","947.0"
"San Nicola dell'Alto","101021","101","Crotone","KR","Calabria","18","721.0","366.0","355.0"
"Santa Severina","101022","101","Crotone","KR","Calabria","18","1929.0","977.0","952.0"
"Savelli","101023","101","Crotone","KR","Calabria","18","1045.0","519.0","526.0"
"Scandale","101024","101","Crotone","KR","Calabria","18","2889.0","1473.0","1416.0"
"Strongoli","101025","101","Crotone","KR","Calabria","18","6163.0","3156.0","3007.0"
"Umbriatico","101026","101","Crotone","KR","Calabria","18","755.0","378.0","377.0"
"Verzino","101027","101","Crotone","KR","Calabria","18","1616.0","850.0","766.0"
"Acquaro","102001","102","Vibo Valentia","VV","Calabria","18","1891.0","979.0","912.0"
"Arena","102002","102","Vibo Valentia","VV","Calabria","18","1253.0","646.0","607.0"
"Briatico","102003","102","Vibo Valentia","VV","Calabria","18","3781.0","1821.0","1960.0"
"Brognaturo","102004","102","Vibo Valentia","VV","Calabria","18","668.0","309.0","359.0"
"Capistrano","102005","102","Vibo Valentia","VV","Calabria","18","980.0","505.0","475.0"
"Cessaniti","102006","102","Vibo Valentia","VV","Calabria","18","2999.0","1497.0","1502.0"
"Dasà","102007","102","Vibo Valentia","VV","Calabria","18","1113.0","565.0","548.0"
"Dinami","102008","102","Vibo Valentia","VV","Calabria","18","1828.0","928.0","900.0"
"Drapia","102009","102","Vibo Valentia","VV","Calabria","18","2062.0","1055.0","1007.0"
"Fabrizia","102010","102","Vibo Valentia","VV","Calabria","18","2003.0","1039.0","964.0"
"Filadelfia","102011","102","Vibo Valentia","VV","Calabria","18","4948.0","2526.0","2422.0"
"Filandari","102012","102","Vibo Valentia","VV","Calabria","18","1771.0","904.0","867.0"
"Filogaso","102013","102","Vibo Valentia","VV","Calabria","18","1337.0","657.0","680.0"
"Francavilla Angitola","102014","102","Vibo Valentia","VV","Calabria","18","1807.0","906.0","901.0"
"Francica","102015","102","Vibo Valentia","VV","Calabria","18","1578.0","778.0","800.0"
"Gerocarne","102016","102","Vibo Valentia","VV","Calabria","18","1936.0","960.0","976.0"
"Ionadi","102017","102","Vibo Valentia","VV","Calabria","18","4502.0","2293.0","2209.0"
"Joppolo","102018","102","Vibo Valentia","VV","Calabria","18","1671.0","832.0","839.0"
"Limbadi","102019","102","Vibo Valentia","VV","Calabria","18","3267.0","1638.0","1629.0"
"Maierato","102020","102","Vibo Valentia","VV","Calabria","18","2056.0","1064.0","992.0"
"Mileto","102021","102","Vibo Valentia","VV","Calabria","18","6415.0","3209.0","3206.0"
"Mongiana","102022","102","Vibo Valentia","VV","Calabria","18","650.0","321.0","329.0"
"Monterosso Calabro","102023","102","Vibo Valentia","VV","Calabria","18","1548.0","790.0","758.0"
"Nardodipace","102024","102","Vibo Valentia","VV","Calabria","18","1115.0","556.0","559.0"
"Nicotera","102025","102","Vibo Valentia","VV","Calabria","18","5835.0","2858.0","2977.0"
"Parghelia","102026","102","Vibo Valentia","VV","Calabria","18","1261.0","649.0","612.0"
"Pizzo","102027","102","Vibo Valentia","VV","Calabria","18","8878.0","4519.0","4359.0"
"Pizzoni","102028","102","Vibo Valentia","VV","Calabria","18","1000.0","512.0","488.0"
"Polia","102029","102","Vibo Valentia","VV","Calabria","18","840.0","441.0","399.0"
"Ricadi","102030","102","Vibo Valentia","VV","Calabria","18","4959.0","2453.0","2506.0"
"Rombiolo","102031","102","Vibo Valentia","VV","Calabria","18","4354.0","2152.0","2202.0"
"San Calogero","102032","102","Vibo Valentia","VV","Calabria","18","3942.0","1966.0","1976.0"
"San Costantino Calabro","102033","102","Vibo Valentia","VV","Calabria","18","2089.0","1065.0","1024.0"
"San Gregorio d'Ippona","102034","102","Vibo Valentia","VV","Calabria","18","2521.0","1228.0","1293.0"
"San Nicola da Crissa","102035","102","Vibo Valentia","VV","Calabria","18","1244.0","616.0","628.0"
"Sant'Onofrio","102036","102","Vibo Valentia","VV","Calabria","18","2872.0","1446.0","1426.0"
"Serra San Bruno","102037","102","Vibo Valentia","VV","Calabria","18","6355.0","3157.0","3198.0"
"Simbario","102038","102","Vibo Valentia","VV","Calabria","18","923.0","465.0","458.0"
"Sorianello","102039","102","Vibo Valentia","VV","Calabria","18","1098.0","529.0","569.0"
"Soriano Calabro","102040","102","Vibo Valentia","VV","Calabria","18","2306.0","1161.0","1145.0"
"Spadola","102041","102","Vibo Valentia","VV","Calabria","18","799.0","398.0","401.0"
"Spilinga","102042","102","Vibo Valentia","VV","Calabria","18","1345.0","675.0","670.0"
"Stefanaconi","102043","102","Vibo Valentia","VV","Calabria","18","2345.0","1182.0","1163.0"
"Tropea","102044","102","Vibo Valentia","VV","Calabria","18","5911.0","3069.0","2842.0"
"Vallelonga","102045","102","Vibo Valentia","VV","Calabria","18","719.0","347.0","372.0"
"Vazzano","102046","102","Vibo Valentia","VV","Calabria","18","964.0","506.0","458.0"
"Vibo Valentia","102047","102","Vibo Valentia","VV","Calabria","18","31480.0","16226.0","15254.0"
"Zaccanopoli","102048","102","Vibo Valentia","VV","Calabria","18","673.0","341.0","332.0"
"Zambrone","102049","102","Vibo Valentia","VV","Calabria","18","1784.0","908.0","876.0"
"Zungri","102050","102","Vibo Valentia","VV","Calabria","18","1882.0","933.0","949.0"
"Alcamo","81001","81","Trapani","TP","Sicilia","19","44719.0","22666.0","22053.0"
"Buseto Palizzolo","81002","81","Trapani","TP","Sicilia","19","2805.0","1444.0","1361.0"
"Calatafimi-Segesta","81003","81","Trapani","TP","Sicilia","19","6243.0","3182.0","3061.0"
"Campobello di Mazara","81004","81","Trapani","TP","Sicilia","19","11463.0","5736.0","5727.0"
"Castellammare del Golfo","81005","81","Trapani","TP","Sicilia","19","14636.0","7332.0","7304.0"
"Castelvetrano","81006","81","Trapani","TP","Sicilia","19","29592.0","15172.0","14420.0"
"Custonaci","81007","81","Trapani","TP","Sicilia","19","5306.0","2657.0","2649.0"
"Erice","81008","81","Trapani","TP","Sicilia","19","26435.0","13682.0","12753.0"
"Favignana","81009","81","Trapani","TP","Sicilia","19","4468.0","2187.0","2281.0"
"Gibellina","81010","81","Trapani","TP","Sicilia","19","3801.0","2010.0","1791.0"
"Marsala","81011","81","Trapani","TP","Sicilia","19","80474.0","40782.0","39692.0"
"Mazara del Vallo","81012","81","Trapani","TP","Sicilia","19","50312.0","25406.0","24906.0"
"Paceco","81013","81","Trapani","TP","Sicilia","19","10896.0","5591.0","5305.0"
"Pantelleria","81014","81","Trapani","TP","Sicilia","19","7407.0","3706.0","3701.0"
"Partanna","81015","81","Trapani","TP","Sicilia","19","9932.0","5053.0","4879.0"
"Poggioreale","81016","81","Trapani","TP","Sicilia","19","1353.0","679.0","674.0"
"Salaparuta","81017","81","Trapani","TP","Sicilia","19","1595.0","835.0","760.0"
"Salemi","81018","81","Trapani","TP","Sicilia","19","10082.0","5055.0","5027.0"
"Santa Ninfa","81019","81","Trapani","TP","Sicilia","19","4838.0","2505.0","2333.0"
"San Vito Lo Capo","81020","81","Trapani","TP","Sicilia","19","4820.0","2421.0","2399.0"
"Trapani","81021","81","Trapani","TP","Sicilia","19","56293.0","29125.0","27168.0"
"Valderice","81022","81","Trapani","TP","Sicilia","19","11551.0","5832.0","5719.0"
"Vita","81023","81","Trapani","TP","Sicilia","19","1822.0","926.0","896.0"
"Petrosino","81024","81","Trapani","TP","Sicilia","19","7962.0","3857.0","4105.0"
"Alia","82001","82","Palermo","PA","Sicilia","19","3367.0","1753.0","1614.0"
"Alimena","82002","82","Palermo","PA","Sicilia","19","1773.0","931.0","842.0"
"Aliminusa","82003","82","Palermo","PA","Sicilia","19","1089.0","527.0","562.0"
"Altavilla Milicia","82004","82","Palermo","PA","Sicilia","19","8500.0","4240.0","4260.0"
"Altofonte","82005","82","Palermo","PA","Sicilia","19","9903.0","5096.0","4807.0"
"Bagheria","82006","82","Palermo","PA","Sicilia","19","53221.0","27249.0","25972.0"
"Balestrate","82007","82","Palermo","PA","Sicilia","19","6239.0","3250.0","2989.0"
"Baucina","82008","82","Palermo","PA","Sicilia","19","1875.0","939.0","936.0"
"Belmonte Mezzagno","82009","82","Palermo","PA","Sicilia","19","10948.0","5547.0","5401.0"
"Bisacquino","82010","82","Palermo","PA","Sicilia","19","4190.0","2142.0","2048.0"
"Bolognetta","82011","82","Palermo","PA","Sicilia","19","4097.0","2074.0","2023.0"
"Bompietro","82012","82","Palermo","PA","Sicilia","19","1224.0","641.0","583.0"
"Borgetto","82013","82","Palermo","PA","Sicilia","19","7134.0","3601.0","3533.0"
"Caccamo","82014","82","Palermo","PA","Sicilia","19","7747.0","3922.0","3825.0"
"Caltavuturo","82015","82","Palermo","PA","Sicilia","19","3612.0","1861.0","1751.0"
"Campofelice di Fitalia","82016","82","Palermo","PA","Sicilia","19","467.0","226.0","241.0"
"Campofelice di Roccella","82017","82","Palermo","PA","Sicilia","19","7605.0","3829.0","3776.0"
"Campofiorito","82018","82","Palermo","PA","Sicilia","19","1179.0","600.0","579.0"
"Camporeale","82019","82","Palermo","PA","Sicilia","19","3015.0","1527.0","1488.0"
"Capaci","82020","82","Palermo","PA","Sicilia","19","11333.0","5729.0","5604.0"
"Carini","82021","82","Palermo","PA","Sicilia","19","39275.0","19712.0","19563.0"
"Castelbuono","82022","82","Palermo","PA","Sicilia","19","8219.0","4206.0","4013.0"
"Casteldaccia","82023","82","Palermo","PA","Sicilia","19","11643.0","5888.0","5755.0"
"Castellana Sicula","82024","82","Palermo","PA","Sicilia","19","3089.0","1618.0","1471.0"
"Castronovo di Sicilia","82025","82","Palermo","PA","Sicilia","19","2865.0","1484.0","1381.0"
"Cefalà Diana","82026","82","Palermo","PA","Sicilia","19","987.0","493.0","494.0"
"Cefalù","82027","82","Palermo","PA","Sicilia","19","13958.0","7187.0","6771.0"
